text,label
"The Choke starts as a rock band known as The Choke prepare for a gig at a nightclub called 'Club 905' owned & run by Guy Johnson (Andrew Parker). Lead singer Dylan (Sean Cook) & guitar player Mike (Jason McKee) plan to tell the other band members, bass player London (Brooke Bailey) & drummer Nancy (Tom Olson), that they are both going solo & their services won't be needed any longer. Once at the club Dylan prepares but Mike doesn't show up & the gig turns into a disaster. Then just as the band think things couldn't get any worse they find a dead body in the cellar, that all the doors have been locked so they can't get out & that they can't trust anyone as a mysterious killer begins picking them off one-by-one...<br /><br />Produced & directed by Juan A. Mas The Choke is a standard by-the-numbers teen slasher that really doesn't have anything going for it. The script by Jessica Dolan & Susannah Lowber (not too many horror films out there penned by ladies...) has some surprisingly good character's in it & some nifty dialogue but while it's much better than a lot of modern shot on a camcorder type horror in that respect it's so slow & boring that even a few interesting character's can't come anywhere close to saving it. As one would expect all the usual teen slasher clichés are used, from the isolated location the victims can't escape from, the cast of good looking teenagers who keep splitting up, a few murders & a really poor twist ending that tries to mimic something like Scream (1996) & be surprising but doesn't make a whole lot of sense when you think about it logically (they couldn't have done some of the things they were supposed to) & to make matters even worse I guessed who the killer was fairly early on & even though I don't want to boast I was spot on. Then there's the fact that the makers of The Choke felt that it's audience would be entertained by showing endless (well it feels endless while watching it) scenes of teenagers walking around dark corridors doing nothing in particular, I am sorry but there is only so many scenes like this that I can take before it starts to become tedious. The kill count is low, at first they all decide to stick together (good idea) but then they all just randomly decide to split up & go their separate ways (bad idea when there's a killer on the loose), the pace is lethargic, the kill scenes are unimaginative & to top it all off the twist ending is poor.<br /><br />Director Mas does alright, the film looks OK for the most part although there are the odd occasions where he uses some annoying post production editing technique like slow motion or frame skipping. The gore levels aren't really up to scratch, there's some blood splatter, a guy with a hole in his chest, a few dead bodies & someone impaled on some metal poles. Most of the kills happen off screen with the axe kill at the end a good example of the film not actually showing anything. Since the film is about a rock band there's quite a rock orientated soundtrack with some truly horrible, horrible rock songs used on it. I am sorry rock fans but to my ears this crap is just noise pollution. It's not scary, there's no real atmosphere & the lack of blood & gore is just inexcusable when the rest of the film is so bad.<br /><br />With a supposed budget of about $1,000,000 The Choke is well made with reasonable production values, it looks cheap to be sure but not as cheap as many low budget horror films look. Shot in a place called Spokane in Washington apparently. The acting is one of the films strongest points as it's generally pretty good all round, I mean no-one is going to win an Oscar but it ain't half bad.<br /><br />The Choke is a throughly routine Scream style teen slasher that has one of the weakest twist endings ever & a criminal lack of blood, gore, violence, nudity & dead bodies. I mean if a slasher hasn't got any sex or gore then what's the point? Those are the only things that the average slasher is worth watching for, right?",0
"What a disappointment... admittedly the best of the prequels, but the story is weak, the plot is rushed and the end result is just a collection of set pieces, poorly realised and tacked together amateurishly. There are numerous continuity errors that clash glaringly with the original films, and the emergence of Darth Vader was handled so terribly that what could have been a legendary moment in modern cinema is now instead a cheesy goof that will be ridiculed for many years. I won't complain about the abysmal dialogue, as this is Star Wars... the original three films had style, cult feeling and cracking stories, and the strange dialogue added charm. The prequels were shallow attempts to make more money, and this lack of love shows in spades. Utterly disappointing.",0
"Tarzan and Jane are living happily in the jungle. Some men come looking for ivory and to take Jane back to civilization. But Jane loves Tarzan and refuses to leave. One of the men falls in love with Jane and is determined to take her back...even if that means killing Tarzan.<br /><br />This is a rarity--a sequel that's better than the original. ""Tarzan, the Ape Man"" of 1932 was good but had some dreadful special effects and sort of dragged. This one has MUCH better effects and is a lot more adult. There is tons of blatant racism (a black man is shot to death point blank--and no one really cares) but this was 1934. There's also plenty of blood, gore and violence (for a 1934 movie) and uncut prints have Jane doing a lengthy underwater swim totally nude! There's also obvious sexual content and Tarzan and Jane are wearing next to nothing and (it's implied) they sleep together and have sex--without being married. This wouldn't bother anyone today but in 1934 this was pretty extreme.<br /><br />That aside, the movie is well-directed, very fast-moving and full of adventure and excitement. Seeing Weissmuller in that skimpy lion cloth is certainly a treat for the eyes and Jane's outfit is pretty revealing too. I still think Maureen O'Sullivan is bad as Jane but Weismuller is perfect as Tarzan. Everybody else is OK.<br /><br />This is easily the best Weismuller--O'Hara Tarzan out there. WELL worth seeing but not for kids!",1
"This is one creepy movie. Creepier than anything David Lynch, and that shows what a great director Polanski is since this is not his usual type of work, and it is BRILLIANT.<br /><br />It all starts of with Trelkovski moves into a tenement block in Paris. He soon learns that the previous tenant, a young woman, committed suicide and he believes the rest of the people living there drove her to it. He also believes that they are trying to do the same to him. What results is a amazing and frightening look at paranoia.<br /><br />The whole production has classical horror written all over it: from the imagery to the music the viewer can feel poor Trelkovski's terror building up.<br /><br />Are they all out to kill him? Or maybe just drive him mad? Is there a difference? Find out for yourself. 10/10",1
"I didn't know if i would laugh or cry seeing this. Only addicted fans of danni filth could have a taste for this. This is supposed to be a horror movie but there's only filth in this. The most cool scene is the car accident, with real special effects from the best of hollywood. Avoid this movie at all costs. See this only for studies of how bad can be a movie................",0
"Could this be by the same director as Don't Look Now or Bad Timing? Poorly<br /><br />acted, clunkily edited. You only have to compare the various accident scenes in this with similar ones in Don't Look Now to see how much Roeg has lost his<br /><br />touch.<br /><br />Even the generally reliable Teresa Russell (looking a bit chunky these days, I'm afraid to report) cannot save this one. The plot is pure pseudo-religious hokum, the acting is wooden and Roeg's attempts at his trademark dislocation of time are pitiful.<br /><br />Avoid this one like the plague.",0
Adrian Pasdar is excellent is this film. He makes a fascinating woman.,1
"Deliverance is a stunning thriller, every bit as exciting as any good thriller should aspire to be but also stomach-churningly frightening. Though it is not a horror movie, it is just as terrifying as any classic horror film. The very thought of being a normal red-blooded male enjoying an adventure weekend miles from any form of civilisation, only to be captured and sodomised by a couple of violent hillbillies, is surely the worst nightmare of 99.9% of the world's population. It would have been easy for Deliverance to slip into exploitation territory, but John Boorman has cleverly avoided the temptation to go down such a route and has made a film that explores, questions and challenges the very meaning of masculinity. With so many films, you come away wishing to heaven that you could step into the hero's shoes, performing heroic deeds and saving the day and getting the girl.... but with Deliverance, you come away praying to God that you'll never have to experience what these four protagonists go through.<br /><br />Four city guys - Ed (Jon Voight), Lewis (Burt Reynolds), Drew (Ronny Cox) and Bobby (Ned Beatty) - head out into the wilderness to spend a few days canoing down a soon-to-be-dammed river. The guys are riding the rapids in pairs, and Ed and Bobby inadvertently get a little too far ahead of the others so they pull in to the riverside and await their pals in the adjacent woodland. Here, they fall foul of two local woodlanders (Bill McKinney and Herbert Coward), who tie Ed to a tree, while one of them strips and rapes Bobby instructing him, perversely, to ""squeal like a pig"". Lewis and Drew arrive unseen and Lewis, being a fair archer, kills the rapist while the other hillbilly beats a hasty retreat into the forest. Under great emotional stress, the four canoeists decide to conceal the event and get out of the area. But they find the river increasingly dangerous to negotiate as they journey downstream, and the risk to their lives heightens when the surviving hillbilly returns to take shots at them with his rifle from some unseen vantage point in the rocky cliffs beside the river.<br /><br />Deliverance is very powerful as a survival tale, but even more powerful (and disturbing) as a study of macho attitudes being torn apart and left in humiliated tatters. Though all the performances are remarkable, one must take particular note of Beatty's efforts in a role that many actors would've turned down. The film is very similar thematically to the 1971 film Straw Dogs - both films deal with terrifying sexual violence in isolated locales, and in both the eventual violent revenge exacted by the victim does not result in any sense of satisfaction. The backdrop of the rugged countryside in Deliverance is beautiful to look at, but it also adds to the tension by placing the four canoeists in a setting where they are at the mercy of the hillbillies and the landscape, with nobody to rely on other than themselves. This truly is suspenseful film-making at its finest.",1
"I never bothered to see this movie in theaters although I remember hearing the name over and over. I finally watched it this week and what a delight. For some reason, I was expecting it to not be very good so I was completely surprised when I sat down and stuck with it and then found myself completely pulled in. I read a lot of the other user comments and it impressed me how much people talk about her fighting in the ring, but what was wonderful about Diana is that she's a true fighter in life. All she needs to do is find her place where she be who she is and the ring helps her to get there. A very intelligent story and I'm amazed that this is the first time up for Michelle Rodriguez - what an excellent job she did. Adrian and her coach were also quite good.<br /><br />This film is a little rough around the edges, but it doesn't matter in the slightest. The story, the will, and the performances completely outweigh any flaws (that usually come with indie filmmaking anyway). A compelling portrayal of a girl finding herself and triumphing over her circumstances and a K.O. for Michelle Rodriguez!",1
"Very funny, well-crafted, well-acted, meticulous attention to detail. A real window into a specific time and place in history. Could almost believe this was a true story in a parallel universe. Interesting how Passport to Pimlico anticipates the Berlin airlift. A definite 10.",1
"Störtebeker is truly one of the worst TV mini-series ever made on this planet.<br /><br />The acting is unbearable and the historic background is mostly nonsense: Just two examples: Visby was shown as a village of three houses. Instead, it was a major city at this time, it's best days already passed by. Secondly, Hamburg would have never been the city taking care of pirates in the Baltic Sea. Hamburg had no access to the Baltic Sea, the major town at that time was Lübeck.<br /><br />But worse than all that: The directing! How can a dilettante like this guy be allowed to direct a movie like this? Impossible! There was not a single believable scene it, the fights were ridiculous and I could not suppress laughter at most stern scenes.<br /><br />I can't understand at all how a major television station could be so incompetent.",0
"In one word: excruciating. I was advised to read some articles about this film's philosophical meanings afterward, but, having sat through the movie's interminable 115 minutes and being slowly crushed beneath its bloated symbolism and lava-flowing oppressiveness, it seemed better to just report my reactions to the movie. After all, who goes to see a movie with a syllabus in hand? And this flick was dismal. Lead actor Claude Laydu, from the film's opening to its end, wears the same wearying and annoying mask of agony as to be practically indistinguishable from the film's eternal, dreary voice-over. Filming one over the other might have worked better than subjecting an audience to both, as they basically say the same thing: The priest of Ambricourt is a wretched human being. The story, about a persecuted priest who tries to help out a troubled rich family, does nothing toward making its characters remotely interesting or sympathetic, as the family are a bunch of unpleasant weirdos, and the priest, himself, comes across as a nosy pest. The last 30 minutes suggests some breath-taking message about grace and one man's suffering equaling that of others, but due to all the indulgent close-ups of a suffering Laydu and the vague subtext in Robert Bresson's script, all I felt was, Finally, it's over, let's have some ice-cream. Interesting for fans of Bresson fanatic Paul Schrader, just to see how many elements of character and setting Schrader carried into in his own scripts and movies, especially ""Taxidriver"", ""Raging Bull"" and ""Light Sleeper"".",0
"A teenager who seems to have it all commits suicide. It leaves his family and his best friend (Keanu Reeves) asking a lot of questions...and blaming themselves.<br /><br />Good idea, badly handled. For starters this HAS been done before 1988--mostly in TV movies and After School Specials. Aside from some swearing and dialogue (hence the PG-13 rating) this added nothing new. The outcome is predictable and Reeve's attempts at acting were truly painful to watch. He's good NOW but not in 1988. Aside from that his character was dressed like a slob and always looked so dirty is was hard to build up sympathy.<br /><br />That aside the movie is dull. I saw every scene coming and every ""surprise"" was telegraphed. I basically couldn't wait for this thing to get over.<br /><br />I have a vague recollection of seeing it in a theatre in 1988 and hating it (it bombed BADLY). It still looks lousy almost 20 years later. The subject is worth handling but it's been done better (with better acting) in countless other movies. ""Ordinary People"" comes to mind. You can skip this one.",0
"I give this movie 3 out of 10 because I have watched zillions of movies and I can tell clearly what an intellectual movie with a mind-teasing message should look like. Definitely, The Broken is not one of those movies. I have to admit that the movie made me think a lot trying to understand what the whole thing was trying to lead to and despite the explanations I've read in prior comments, they seemed only an exaggeration just to have one self in the intellectual league of people. the photo on the cover clearly shows that the Broken is the broken upper piece of the face which normally contains the brain. It's a clear message that once this part of the body is broken the rest will be deformed and lifeless. So, you start waiting on the movie characters to show their defected sides and this is not obvious in any of the scenes because the movie starts right away without any introduction to the characters and their lives before. Though we see the father holding a rifle when his children try to surprise him as if he is aware he has enemies but still this is not a very strong clue. Had the clues been planted more in the movie, one would have said about that it is a masterpiece indeed. But though the movie was so slow in pace, it was at the same time so empty with no metaphorical scenes at all. And the reuniting of the evil dad with the evil Gena at the end is a strong refuting evidence of the existential messages that some people spoke about in other comments. Furthermore, if Gena truly lives in the apartment as her brother tells her at the end, then how come she is the evil one? I bet I can defy any theory about this movie with so many questions that can only lead to one conclusion: This movie is a pretentious one and a waste of time. Obviously it shows someone trying to make out of a meaningless mystery something which is of no value at all. I am a huge fan of horror movies and specially slasher ones that some people call popcorn movies. Horror movies are not supposed to convey deep messages! They're supposed to uncover the beautiful mask of life and show you the other dark side of it which is the truest, I guess. Horror movies should have blood, screams, intensity, skeletons, body organs and parts. Because that is the real horror and it's never away from reality. I have watched almost all horror movies and I can prove that each one of them can be as real as the sunrising. Nothing is unreal as long as the mind had thought of. For instance, the horror movie ""Train"" with all the slashing and tensity of it and its similarity almost in everything with ""Hostel"", it speaks about a very real thing which is selling body organs illegally by abducting people in foreign places where no one would ask or search for them.<br /><br />And even if we considered the Broken a movie that has an existential message, it is still very poorly presented and the least scary. I prefer the addiction message presented in Requiem for a Dream which went beyond drug addiction to highlight the fact that any kind of addiction whether for sex, TV, safety/being pampered, etc... can be so destructive and it scared the hell out of me. And those who always criticize horror movies for being meaningless and very commercial, are usually just bunch of people who get scared easily and simply don't like this genre but this doesn't mean that there are fans of such movies and that they have a lot to offer to the viewer from adrenaline turmoils, ecstasy, leadership lessons (believe it or not!), entertainment to most importantly the face to face interview with the essence of life, as ugly and scary as it may seems, Death!",0
"I could not even bring myself to watch this movie to the end. I cannot comment on the story as I did not watch the whole film and the reason I couldn't watch it was because of the 'actors'. Firstly, for the most part they just looked stiff and I'm sure their scripts were in their hands just out of frame - but that's a minor issue. The main issue I have with the actors isn't really their fault... it's whoever cast this film! Come on, this movie came out in 2003... I thought that casting people in their late twenties to play teenagers went out of fashion with new wave?! I cannot watch a movie where one of the first lines, from a grown man older than myself, is ""I'm 17!"" How can anyone take that seriously????? Don't fall victim to this movie, go out for a walk for 90 minutes and you'll get far more than this movie could ever give.",0
"All these reviewers are spot on. I've seen many bad films over the years, believe me, and this beats the lot!<br /><br />This is not just a ""so bad it's good"" exploiter waste of time, but a genuine, hilarious, movie atrocity.<br /><br />CHECK OUT the white furry monster type thing!<br /><br />WET YOURSELF LAUGHING at Thom Christopher's ""spell-weaving"" acting!<br /><br />GAPE IN SHEER A**E-CLENCHING DISBELIEF! at the threadbare sets!<br /><br />This is one of those ""European co-productions"". No wonder we have so many wars. I swear, some of the people taking part in 'Wizards of the Lost Kingdom' aren't actually aware they are appearing in a film!<br /><br />FACT! I originally watched this movie on HTV Wales late one night while suffering from concussion and sleep deprivation. I had to track down a copy several weeks later to make sure it was really this awful. It is. Worse even than Lee Majors in The Norseman, more laughable than all of John Derek's films, this is, truly, the Citizen Kane of Trash.",0
"As much as I like big epic pictures - I'll spare you the namedropping - it's great to kick back with a few beers and a simple action flick sometimes. Films where the plot takes a backseat to the set-pieces. Films where the dialogue isn't so cleverly written that it ties itself in endless knots of purple prose. There are HUNDREDS of films that fit the bill... but in my opinion Gone In Sixty Seconds is one of the better ones.<br /><br />It's an update of the movie that shares its name. It also shares that picture's ethos, but not quite it's execution. Whatever was great about the original has been streamlined. Whatever was streamlined was also amped up thanks to a bigger budget. Often these kinds of endeavours are recipes for complete disaster - see the pug-ugly remake of The Italian Job for one that blew it - but here, thanks to a cast of mostly excellent actors, Sixty succeeds.<br /><br />The plot and much of the dialogue isn't much to write IMDb about. Often you'll have scenes where the same line of dialogue goes back and forth between the actors, each of whom will voice it with different inflections. A lot of people found this annoying; I find it raises a smile. Each actor gets a chance to show off his or her definition of style here, with Cage, Jolie and Duvall leading the pack of course (and it should be noted that it's also amusing to see Mrs Pitt not given first billing here). The chemistry between good ol' Saint Nick the stalwart (see date of review) and Angelina leads to a couple of nice moments.<br /><br />The villain is not even a little scary - I've seen Chris Eccleston play tough-guy roles before so I know he can handle them, but I think he was deliberately directed to make his role inconsequential as not to distract from the action. We know the heroes are going to succeed, somehow; we're just sitting in the car with them, enjoying the ride. I think a lot of these scenes were played with tongue so far in-cheek that it went over the heads of a lot of people giving this a poor rating. In fact, I wouldn't have minded some fourth-wall breaking winks at the camera: it's just that kind of movie.<br /><br />All this style and not so much substance - something that often exhausts my patience if not executed *just* so - would be worthless if the action wasn't there. And for the most part, it is. Wonderfully so. I've noticed that it seems to be a common trend to be using fast-cut extreme close-up shots to direct action these days. I personally find this kind of thing exhausting. I prefer movies like this where the stunts are impressive enough to not need artificial tension ramping by raping tight shots all the time. I've been told that Cage actually did as many of the car stunts as he could get away with without losing his insurance (in real life I mean - his character clearly doesn't care) and it shows. The man can really move a vehicle and this is put to good use in the slow-burning climatic finale where he drives a Mustang into the ground in the most outlandish - and FUN - way possible.<br /><br />So yes, this movie isn't an ""epic, life-affirming post-9/11 picture with obligatory social commentary"" effort. The pacing is uneven, some of the scenes could have been cut and not all the actors tow the line. But car movies rarely come better than this. So if you hate cars... why are you even reading these comments?!<br /><br />I'd take it over the numerous iterations of ""The Flaccid And The Tedious"" (guess the franchise) any day. 7/10",1
"I saw this movie twice through a pentecostal church my family attended in Nanaimo BC in the 1970's. I was of the tender age of 6, my brother 4, then again when I was 8 my brother 6. This movie terrified my brother and I and shaped how we viewed the world with distrust. It wasn't just the movie, but it was also the philosophy that engulfs so many ""christians"" about the ""mark of the beast""and the rapture. This movie, the church, and a volatile neglectful upbringing, lead to severe paranoia towards the future. For years, I lived under the delusional affects of the church and fear of being forgotten by Christ. I am now 40 years old. Went through years of counseling. I once explained to a psychiatrist this movie and the belief system of the church and family. I was pegged with a delusional disorder. I actually began to believe this, it was my brother who reminded me, that this cultic philosophy actually happened. I no longer fear the future, I have come to terms with the fear injected into it's members by the church. I have taken this experience to fulfill a purpose, I am nearing my licensure as a Psychologist specializing in childhood trauma.",0
"Hardly the stuff dreams are made of is this pursuit of the brass ring by a naive hustler (JON VOIGT) and his lame con-man sidekick (DUSTIN Hoffman), soon to forge a friendship based on basic survival skills.<br /><br />A daring film for its time, and a foremost example of the kind of gritty landscape being explored in the more graphic films of the '60s. Symbolic of the ""end of innocence"" in American films, since it was the only X-rated film to win a Best Picture Oscar.<br /><br />JON VOIGT is the male hustler who comes to the big city expecting to find women an easy way to make money when they fight over his body, but soon finds the city is a cold place with no welcome mat for his ilk. Befriended by a lame con-man (DUSTIN Hoffman), he goes through a series of serio-comic adventures that leave him disillusioned and bitter, ready to leave the confines of a cold water flat for the sunshine promised in Florida, a land his friend ""Ratzo"" dreams of living in.<br /><br />But even in this final quest, the two are losers. John Schlesinger has directed with finesse from a brilliant script by Waldo Salt, and John Barry's haunting ""Midnight Cowboy"" theme adds to the poignant moments of search and desperation.<br /><br />Summing up: A true American classic honestly facing a tough subject and daring to show the underbelly of certain aspects of city life.",1
"Oh my god. oh my god, i cant get over this movie. It was god-awful. horrible, terrible! Don't even waste your money to buy it in the 99 cent bin. No, avoid it at all costs I'm warning you!!!<br /><br />It was the worst movie I've ever seen. In my life. In my life!!<br /><br />First of all, G-girl? Are you kidding me. Get real that sounds like some kind of new Barbie doll.. Super Women? Are you kidding me. It was so fake fake fake fake. The people of the town didn't even seem to care that there was a flying blonde just zooming her way around the town saving a fire.. Ohh big!<br /><br />Jesus, was it just me or did this movie seem offensive?? I guess what you need to be a super hero is a couple of double D's, blonde flowing hair, no glasses and a leather skin tight suit?!<br /><br />If it was trying to be romantic ... than.. god, i don't know. It was horrid, if love means taking some one to an art show and than having sex in a bed AND in the air.. than they totally had love!<br /><br />It was pathetic, everything went too fast. First that guy was single, than he was dating G-girl.. than they broke up than he dated that Hannah girl.. and.. it just goes on. <br /><br />I have to say this movie made me wonder.. How the hell did they get this in theaters??!!<br /><br />Avoid this movie at all costs.",0
"A beautiful and touching movie that deserves a wider viewing than it is likely to get. Semra Turan plays Aicha, a second generation Turkish immigrant, who tries to break the mold. Neither entirely at home with her moderately conservative Muslim family, nor with her liberal Danish friends, Aicha's martial arts experience becomes a fight to find herself and have the strength to allow herself to be who she wants to be in spite of both family and friends.<br /><br />Director Natasha Arthy manages to balance introspection and narrative so that it has depth without becoming ponderous philosophical discourse, and drawing on Xian Gao's choreography skills pays off in spectacular fight sequences. In the end, however, it is Semra Turan's stunning debut performance that gives this movie spirit. Raw charisma and requisite martial arts skills are complimented by heart to make her personal drama believable.<br /><br />Well worth your while.",1
"Excellent story about teenagers, leaders, high school football ""stars"". How far will you go to protect your friends? Lie, kill? How much can You lose if you stud by an innocent girl? Can love beat the odds? Can you defeat narrow-minded small town people? When your friend scores and you ""lose"", will you do everything in your power to make her pay for it, or will you be a man about it, and respect her right to chose? Will you rape her and show it as your victory over a ""problem"" girl? Can you stand by the one who's only sin is to have an opinion of her own, to be able to make her own decisions, to chose for herself? It made me think twice before giving my judgment about who was right and who was wrong, but one is for sure - very disturbing movie and theme in general. Thumb up!",1
"Seriously - avoid this movie at any cost. I just saw it in my first ""sneak preview"" ever and although I paid non-refundable money for it, I walked out of the cinema after a mere 15 minutes. Which already includes 2 minutes of discussion among my friends whether or not to leave. First time EVER I walked out of a movie. And I lived through some pretty bad ones.<br /><br />It's one of those films that is dubbed (and badly so) even though it is shown in its original language. It relies on the oldest, simplest and cheapest jokes in the book. On the military (""What do we do once we reach the fighting zone?"" - ""You get out of the car and die""; actually, it's much funnier to read here that the way it was delivered in the film), on drugs (a guy eats some ""space cookies"", behaves really silly and misses his wedding or has to live through it while high - all badly written and acted), on women in the army (""Why do we only get trumpets? We were promised guns!"" - ""That's the way it is, that's the way it'll stay"")... Argh. Okay, you might actually find these genuinely funny, but in that case you seriously scare me.<br /><br />Additionally, I have seen better acting in the kind of soft porn films you get on European late night TV. So it had lame jokes (delivered badly), beyond lower average acting, lacked pace, was badly dubbed and edited  It just didn't work. At least not on any level used as a measure for films.<br /><br />I would even be so bold as to say that this flick proves that there are people who can be a lot less funny zan zee Germans. And that's saying something if you like stereotypes. (Which I don't, it's nice to play with them, though. Just in case somebody thinks I'm not being PC enough.)<br /><br />Instead of going to see this film, do something useful. Try to teach crocheting to prawns, paint your toenails in a really irritating colour, disassemble your bicycle, change some light bulbs, try to understand Einstein's theories, convert to a different religion and back - in fact, go and listen to ""Last Christmas"" by Wham! on endless repeat. Anything, but don't watch this awful flick.",0
"This was without a doubt the best of the ""Dirty Harry"" series. From the opening credits, you're swept up in a revenge tale that hits hard and is profoundly engrossing. Sondra Locke is perfect in the role of a traumatized woman out for revenge. Eastwood has many ""aside"" sequences that have nothing to do with the plot, but show Harry at his bad-assed best. Loaded with unforgettable characters in minor roles, this film rocks and should serve as the standard for detective/action flicks. This is the one Dirty Harry flick that's raw and devoid of any ""fluff"". I can watch this again and again (okay, not in one sitting) because it's a gratifying ""out for revenge"" yarn. The pace is quick and several of the scenes are unforgettable. ""Go ahead - Make my day...You feel lucky, Punk? ...."" classic Eastwood as only Eastwood, with his anguished, rubbery expressions, and whispery, menacing voice can do it.",1
"""Secret Sunshine"" reminded me of ""The Rapture"" (1991), with Mimi Rogers and David Duchovny, but this Korean production is a better film. It portrays super-religious Korean Christians in a provincial Korean city, and the main character's experiences interacting with them in the wake of a horrible personal tragedy. Shin-ae is a widowed single mother who moves to the city of Milyang ('Secret Sunshine' in Chinese) from Seoul with her young son. She has chosen Milyang because her late husband (killed in an auto accident) was born there, and she feels she needs to make a new start in life in a new place. She does not react well to the overtures of the local Christian zealots, one of whose members tries to convince her to come to their church and prayer meetings. Shin-ae is essentially irreligious and brushes these people off as politely as she can. In fact, she brushes just about everyone in Milyang off to begin with, but some of them are persistent in trying to invade her world, and the consequences are often hilarious. To say more would be to give the film away, but it should be noted that the performance of the woman in the lead role (Jeon Do-yeon) is stupendous. Having read that she won the Best Actress award at Cannes in 2007, I expected her to a decent job. But Ms. Jeon is captivating and it is impossible to take your eyes off her when she is on screen. The movie is a sort of harrowing Evelyn Waugh-esquire piece of work, showing how Fate can feel insane as much as strangely inevitable.",1
"Here's a decent mid-70's horror flick about a gate of Hell in NYC that just happens to be an old brownstone. Seems like there's lots of gates of Hell around, but of course this unwitting model happens to decide she needs some space from her boyfriend/fiancée and so she just happens to pick one, which is disguised as a nice and reasonably priced apartment. She meets several strange neighbors, and even attends a birthday party for a cat. Upon meeting with the Realtor because she hears strange noises at night from upstairs, she finds out that she and an old priest are SUPPOSED to be the only tenants. Whoa! Then who are all these weirdos? Her boyfriend (a slimy lawyer, played by Chris Sarandon) starts poking around and finds that things are not what they seem, not by a long shot. This has some decent creepy scenes and the idea of the creaky old folks that are her ""sometimes"" neighbors being other than what they appear is fairly intriguing. A bit of decent gore and even a parade of less-than-normal folks towards the end make this a decent watch, and while I've seen this many times on TV the uncut DVD version is much better, of course. Not a bad little horror flick, maybe a good companion piece to ""Burnt Offerings"". 8 out of 10.",1
"Despite its flaws, I enjoyed ""Cigarette Burns"", John Carpenter's Season One episode in the Masters of Horror series. Yes, the story seemed like a cheap cross between IN THE MOUTH OF MADNESS and 8MM, but it was still quite good for the budget and time constraints given to it. With ""Pro-Life"", however, the low budget and time constraints definitely show more than anything else. There is solid directing as always from Carpenter yet there is a quality to the writing and whole production itself that gives the feeling it was made in a total and complete rush. The script isn't always clear, the message fuzzy, and the story is full of plot holes once you look back on them. Maybe had Carpenter re-written the script, it could have been a worthwhile episode. Instead, it's a mess that only hardcore Carpenter fans will find the slightest enjoyment in. Definitely the worst Carpenter has ever done. 2/10",0
"WHO'S GOT THE GOLD? is (unfortunately) the last of the HANZO THE RAZOR films, starring Shintaro Katsu as the title character - the multi-weapon proficient, authority-bucking samurai officer with the ""unique"" technique of raping confessions out of unwilling female informants until they ""spill the beans"" and beg for more...<br /><br />This entry starts with Hanzo ""uncovering"" a woman who poses as a ghost to guard a lake that's filled with bamboo trunks filled with gold stolen from the Treasury. This leads to Hanzo discovering a loan-sharking scheme and an orgy ring run by a blind monk. The requisite swordplay and rape/interrogation ensue - finalizing in a decent ending for this strange trilogy of films.<br /><br />Not quite as strong and enjoyable as THE SNARE (part 2 of the series...), but still great for fans of samurai sleaze and Japanese pinky-style films. 8/10",1
"This is a film about 17th Century Italian artists and one artist in particular, a woman Artemisia, an unheard of profession for females at that time, and she dared to paint the male nude detailing his unique musculature.<br /><br />The camera work is principally indoors for that is where the artists mainly worked. There are some great shots. Close-ups by candle light suggest the beautiful work of the classical painters and it is fascinating to watch the painters and their students supported by elaborate scaffolding brushing in details of religious frescoes. It is not surprising that the artistic elements of the film (costumes,faces, make-up) are quite superbly authentic because the Italian churches have preserved all these details in their frescoes for centuries. The beautiful Artemisia is urged by her father to study under the great Florentine artist, Tassi, who has become expert in the art of perspective and landscape painting (something very new) but the unsuspecting Artemisia is introduced to more than new techniques in painting. After posing for her, Tassi violently rapes her. Her father is outraged. Court proceedings follow.<br /><br />This romantic drama has a fairly simple story with an unsatisfactory ending. The outstanding feature of the film is its artistic presentation and attention to detail. Scenes such as women running across a field with the wind billowing their voluminous clothing add wonderful effects.<br /><br />Artemisia says she paints to please herself; her father paints to please others. As for this film, it will please most, I think.",1
"Love this film also. Saw it when it was first shown i8n Germany in a small independent cinema in Frankfurt. It was really crowded and it was a very ambitious atmosphere to. The erotic of the movie hit the spectators and the discussion with Moritz Boerner the producer and director was always underlined by that. In his genre it was a very ambitious movie even especially when you think that it was an independent movie.<br /><br />It doesn't exist much copies of that film, Mortitz Boerner came from the theatre and made two or three short movies more worked for TV as well before he became a sort of therapist.<br /><br />For the people who wish to see that movie again, you could find it on his homepage which isn't that easy to search for but its possible.",1
